"species","weight"
"neal",146
"dior",60
"pgfl",11
"neal",180
"dior",65
"neal",162
"dior",60
"dime",40
"dior",66
"neal",168
"dior",59
"dior",65
"dime",40
"pgfl",12
"dior",58
"neal",168
"onle",37
"dime",40
"dior",60
"neal",190
"dime",49
"neal",152
"dime",46
"dior",56
"dior",55
"pgfl",11
"neal",220
"neal",148
"dime",51
"dior",59
"dior",53
"dime",35
"pgfl",10
"neal",154
"dior",45
"pgfl",13
"pgfl",12
"pgfl",12
"dime",55
"neal",194
"pgfl",11
"dior",54
"dime",41
"dime",40
"dior",55
"dior",55
"pgfl",12
"dime",42
"dior",50
"pgfl",11
"dior",58
"dior",62
"onle",37
"pgfl",14
"pgfl",13
"dime",39
"dior",60
"onle",46
"dime",41
"remg",8
"dior",55
"onle",36
"dior",58
"neal",200
"dime",45
"pgfl",11
"pgfl",12
"dime",41
"pgfl",9
"dior",59
"neal",184
"dior",51
"dior",45
"dior",65
"pgfl",13
"dior",50
"dior",51
"dior",52
"dime",42
"neal",174
"pmle",29
"dior",52
"dior",53
"dime",46
"pgfl",12
"dior",59
"dior",61
"dior",59
"neal",144
"onle",36
"neal",142
"pgfl",10
"neal",222
"pgfl",10
"neal",108
"dime",50
"pgfl",12
"onle",25
"onle",37
"dior",34
"dior",51
"neal",134
"dime",44
"pgfl",13
"neal",144
"neal",168
"pgfl",10
"neal",108
"pgfl",12
"dior",31
"dior",52
"dior",53
"dime",44
"dior",43
"neal",154
"neal",184
"neal",148
"dior",31
"onle",26
"neal",138
"onle",26
"neal",168
"dior",51
"dior",50
"dime",40
"dior",54
"onle",33
"dior",51
"onle",40
"pgfl",11
"disp",136
"dime",51
"neal",180
"pmtr",31
"disp",139
"dime",56
"dime",44
"neal",100
"disp",96
"pmle",33
"neal",194
"neal",126
"neal",110
"neal",96
"pmle",29
"dior",74
"neal",200
"pgfv",16
"pmle",136
"pgfv",8
"dime",46
"neal",112
"dior",58
"neal",90
"pmle",28
"dior",69
"neal",168
"neal",65
"neal",230
"neal",154
"neal",148
"dior",59
"pmle",25
"onle",55
"dior",60
"neal",57
"neal",210
"neal",106
"onle",37
"pgfv",10
"neal",98
"pmle",15
"onle",33
"neal",102
"onle",18
"neal",110
"onle",35
"neal",168
"dior",58
"dior",60
"dime",47
"neal",91
"neal",194
"neal",142
"onle",35
"dior",55
"dior",29
"dior",53
"pmle",34
"onle",21
"pgfl",14
"onle",27
"neal",88
"dior",53
"dior",53
"dior",54
"dime",84
"onle",38
"dior",48
"dior",56
"neal",140
"neal",168
"dior",80
"dior",53
"dior",53
"dime",53
"dior",54
"onle",19
"neal",69
"dime",48
"pgfv",12
"dime",47
"disp",134
"neal",192
"neal",132
"pmle",33
"neal",200
"onle",19
"neal",147
"dior",53
"neal",152
"dime",44
"neal",122
"pgfv",14
"dime",41
"neal",168
"dime",46
"neal",170
"dior",52
"dior",63
"neal",112
"pgfv",9
"onle",28
"neal",42
"neal",43
"dior",52
"pmle",29
"dior",30
"neal",77
"neal",168
"dior",70
"pgfl",12
"pgfl",14
"neal",62
"dime",50
"dior",54
"neal",130
"dime",49
"neal",178
"pmle",26
"onar",36
"onar",43
"onle",29
"dior",31
"pgfl",14
"neal",112
"dior",57
"neal",48
"pgfl",13
"neal",119
"neal",112
"dior",24
"dime",42
"dime",43
"dior",50
"pmle",17
"dime",52
"neal",155
"dime",52
"dime",54
"dime",39
"disp",142
"neal",181
"pmtr",32
"dime",41
"neal",134
"dime",39
"dime",50
"neal",160
"disp",138
"dime",44
"neal",84
"neal",140
"dior",53
"dior",55
"neal",92
"dior",53
"pgfl",13
"dime",37
"dior",58
"dior",61
"onle",38
"dior",58
"dior",54
"dior",49
"neal",172
"pgfl",10
"pmle",23
"neal",169
"dior",49
"pmle",21
"onle",38
"onle",39
"pmer",17
"neal",142
"neal",188
"neal",172
"dior",26
"remg",13
"dime",36
"disp",142
"dime",40
"dime",142
"dime",46
"dior",55
"dime",43
"dior",47
"neal",194
"dime",40
"neal",102
"dior",51
"dior",48
"neal",160
"pgfl",10
"dior",56
"neal",168
"pmle",26
"neal",156
"onle",38
"dior",56
"onle",33
"neal",184
"dior",51
"neal",128
"neal",102
"dior",49
"pmle",26
"dime",43
"neal",150
"dime",39
"onle",28
"neal",152
"neal",88
"dime",41
"neal",158
"dior",49
"onle",34
"dior",44
"dior",50
"dior",57
"dior",51
"remg",13
"dior",57
"neal",120
"dior",51
"dime",41
"dior",44
"dior",55
"dior",48
"neal",83
"remg",8
"dior",56
"dime",38
"dior",55
"dime",41
"dior",51
"pgfl",10
"dior",50
"pgfl",9
"dior",23
"dior",51
"dior",51
"neal",168
"dior",59
"dime",37
"neal",170
"pmle",17
"dior",48
"dior",46
"dior",47
"neal",182
"dior",52
"neal",164
"dior",57
"dior",45
"dior",48
"neal",214
"spsp",98
"neal",67
"pmle",19
"pgfl",11
"neal",172
"pgfl",10
"dior",64
"neal",100
"dior",50
"pgfl",12
"pmle",18
"pgfl",11
"dior",53
"neal",148
"dior",51
"neal",120
"dime",38
"dior",50
"neal",144
"neal",92
"dior",48
"dior",53
"onle",45
"dime",36
"neal",162
"dior",49
"neal",186
"dime",49
"dior",49
"onle",40
"neal",96
"dior",47
"dime",35
"neal",194
"neal",220
"dior",49
"onle",31
"onle",36
"neal",184
"dior",48
"onle",28
"neal",72
"dime",40
"neal",130
"dior",50
"dime",37
"pgfl",12
"onle",30
"pgfl",11
"pmle",21
"dior",40
"dior",49
"neal",91
"dime",43
"pmle",20
"pmtr",34
"pgfl",14
"neal",222
"pmle",18
"dior",57
"neal",114
"neal",55
"dime",40
"neal",164
"dior",12
"dior",45
"neal",164
"pgfl",11
"neal",130
"pgfl",12
"pgfl",11
"pgfl",12
"dime",28
"dior",47
"onle",20
"remg",12
"pmle",16
"remg",10
"dior",51
"pmle",24
"pgfl",10
"neal",72
"neal",172
"dior",26
"dior",31
"pgfl",10
"dior",32
"neal",184
"dior",52
